Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,351.250000,354.000000,350.500000,353.250000,353.250000,150143
2018-01-03,353.000000,354.750000,352.250000,353.000000,353.000000,138593
2018-01-04,353.000000,353.500000,350.250000,351.000000,351.000000,179965
2018-01-05,350.750000,352.250000,350.250000,351.250000,351.250000,143914
2018-01-07,null,null,null,null,null,null
2018-01-08,350.750000,351.500000,346.750000,347.250000,347.250000,274879
2018-01-09,347.500000,350.000000,347.250000,349.000000,349.000000,150408
2018-01-10,348.750000,350.000000,348.000000,349.000000,349.000000,145554
2018-01-11,349.000000,350.500000,348.000000,348.750000,348.750000,159177
2018-01-12,348.750000,350.000000,345.500000,346.250000,346.250000,216386
2018-01-14,null,null,null,null,null,null
2018-01-16,347.250000,349.250000,346.000000,348.250000,348.250000,179429
2018-01-17,348.500000,353.250000,348.250000,353.000000,353.000000,236713
2018-01-18,352.500000,354.000000,350.500000,351.500000,351.500000,186650
2018-01-19,351.500000,354.000000,351.250000,352.500000,352.500000,145953
2018-01-21,null,null,null,null,null,null
2018-01-22,353.500000,354.500000,351.250000,352.000000,352.000000,177588
2018-01-23,351.750000,352.000000,349.500000,351.250000,351.250000,204570
2018-01-24,351.250000,357.000000,349.750000,356.500000,356.500000,326298
2018-01-25,356.000000,358.000000,354.500000,355.250000,355.250000,223613
2018-01-26,355.000000,357.000000,354.500000,356.500000,356.500000,140790
2018-01-28,null,null,null,null,null,null
2018-01-29,356.750000,359.250000,356.750000,358.750000,358.750000,179933
2018-01-30,359.500000,362.250000,359.000000,361.500000,361.500000,223192
2018-01-31,361.500000,362.000000,359.500000,361.500000,361.500000,180487
2018-02-01,360.750000,362.000000,358.500000,361.750000,361.750000,254881
2018-02-02,361.000000,362.500000,359.500000,361.500000,361.500000,198988
2018-02-04,null,null,null,null,null,null
2018-02-05,359.500000,360.750000,357.250000,358.750000,358.750000,260346
2018-02-06,358.750000,364.000000,356.250000,363.500000,363.500000,236192
2018-02-07,363.750000,365.750000,362.500000,365.250000,365.250000,478330
2018-02-08,365.000000,367.750000,364.500000,365.750000,365.750000,341483
2018-02-09,364.750000,365.500000,361.500000,362.000000,362.000000,254699
2018-02-11,null,null,null,null,null,null
2018-02-12,365.000000,367.000000,364.250000,367.000000,367.000000,264077
2018-02-13,366.500000,368.500000,366.000000,366.750000,366.750000,257669
2018-02-14,366.500000,368.500000,364.750000,367.250000,367.250000,173640
2018-02-15,367.000000,368.750000,365.500000,367.750000,367.750000,193482
2018-02-16,368.000000,368.500000,366.500000,367.500000,367.500000,185255
2018-02-18,null,null,null,null,null,null
2018-02-20,369.000000,370.000000,365.250000,365.500000,365.500000,319315
2018-02-21,365.750000,368.500000,364.250000,365.750000,365.750000,266655
2018-02-22,365.500000,367.000000,364.250000,366.750000,366.750000,229122
2018-02-23,366.250000,367.750000,365.250000,366.250000,366.250000,229122
2018-02-25,null,null,null,null,null,null
2018-02-26,366.500000,370.000000,366.500000,368.500000,368.500000,318905
2018-02-27,368.250000,371.000000,367.750000,370.500000,370.500000,240115
2018-02-28,370.500000,376.750000,369.750000,374.500000,374.500000,20800
2018-03-01,374.000000,379.000000,372.000000,378.750000,378.750000,8646
2018-03-02,377.750000,380.250000,376.000000,377.250000,377.250000,5918
2018-03-04,null,null,null,null,null,null
2018-03-05,376.250000,378.500000,374.750000,378.250000,378.250000,8183
2018-03-06,377.750000,380.250000,377.250000,379.750000,379.750000,2299
2018-03-07,378.750000,380.750000,378.500000,379.250000,379.250000,4263
2018-03-08,378.500000,385.750000,378.000000,385.750000,385.750000,2385
2018-03-09,385.000000,385.250000,382.500000,383.000000,383.000000,2981
2018-03-11,null,null,null,null,null,null
2018-03-12,382.750000,384.250000,380.500000,384.250000,384.250000,1455
2018-03-13,383.750000,388.750000,383.500000,385.500000,385.500000,2044
2018-03-14,386.500000,386.500000,383.500000,383.500000,383.500000,184323
2018-03-15,388.250000,390.750000,385.500000,386.750000,386.750000,182448
2018-03-16,386.250000,387.500000,382.500000,382.750000,382.750000,150929
2018-03-18,null,null,null,null,null,null
2018-03-19,382.000000,382.000000,374.750000,375.000000,375.000000,245783
2018-03-20,375.250000,377.000000,373.250000,374.500000,374.500000,204617
2018-03-21,375.000000,375.750000,373.750000,375.000000,375.000000,149269
2018-03-22,375.500000,377.500000,374.000000,376.000000,376.000000,161683
2018-03-23,376.250000,378.250000,369.250000,377.250000,377.250000,279202
2018-03-25,null,null,null,null,null,null
2018-03-26,378.500000,380.750000,373.500000,374.000000,374.000000,183534
2018-03-27,374.000000,376.000000,372.250000,374.000000,374.000000,134332
2018-03-28,374.250000,375.000000,372.000000,373.500000,373.500000,173538
2018-03-29,373.750000,389.250000,373.750000,387.750000,387.750000,377913
2018-04-01,null,null,null,null,null,null
2018-04-02,389.250000,392.500000,387.000000,387.250000,387.250000,207532
2018-04-03,387.000000,392.000000,386.750000,388.500000,388.500000,211498
2018-04-04,388.000000,389.000000,372.000000,381.000000,381.000000,367003
2018-04-05,382.000000,389.500000,380.750000,389.500000,389.500000,263910
2018-04-06,382.000000,390.000000,382.000000,388.500000,388.500000,309023
2018-04-08,null,null,null,null,null,null
2018-04-09,389.750000,392.500000,388.750000,390.750000,390.750000,215394
2018-04-10,390.000000,392.250000,388.500000,389.250000,389.250000,272796
2018-04-11,389.250000,390.500000,385.750000,387.000000,387.000000,158051
2018-04-12,386.500000,389.250000,385.000000,388.750000,388.750000,201798
2018-04-13,388.500000,389.250000,385.000000,386.250000,386.250000,233785
2018-04-15,null,null,null,null,null,null
2018-04-16,385.000000,386.250000,382.000000,382.500000,382.500000,175612
2018-04-17,383.000000,384.500000,379.750000,380.250000,380.250000,239865
2018-04-18,380.750000,383.500000,380.000000,383.000000,383.000000,142846
2018-04-19,382.750000,383.500000,380.750000,382.000000,382.000000,113015
2018-04-20,381.250000,381.750000,376.250000,376.500000,376.500000,156689
2018-04-22,null,null,null,null,null,null
2018-04-23,376.500000,379.250000,376.250000,378.500000,378.500000,151348
2018-04-24,378.500000,381.500000,377.000000,381.250000,381.250000,115021
2018-04-25,381.000000,387.250000,380.500000,386.500000,386.500000,148787
2018-04-26,386.000000,387.000000,384.000000,386.000000,386.000000,132000
2018-04-27,385.250000,390.500000,385.250000,389.500000,389.500000,165578
2018-04-29,null,null,null,null,null,null
2018-04-30,390.750000,395.750000,390.500000,392.500000,392.500000,19335
2018-05-01,393.000000,397.000000,391.500000,396.750000,396.750000,7499
2018-05-02,396.250000,397.250000,395.000000,396.000000,396.000000,3180
2018-05-03,396.000000,399.500000,395.000000,399.500000,399.500000,1317
2018-05-04,399.500000,400.000000,397.500000,398.750000,398.750000,2089
2018-05-06,null,null,null,null,null,null
2018-05-07,397.250000,397.250000,393.250000,393.250000,393.250000,1964
2018-05-08,392.750000,396.000000,391.250000,395.500000,395.500000,2020
2018-05-09,396.250000,397.000000,394.000000,394.750000,394.750000,911
2018-05-10,395.500000,399.750000,393.250000,394.750000,394.750000,604
2018-05-11,394.000000,394.750000,389.750000,389.750000,389.750000,497
2018-05-13,null,null,null,null,null,null
2018-05-14,388.500000,389.000000,387.500000,389.000000,389.000000,132488
2018-05-15,396.250000,402.500000,396.000000,402.250000,402.250000,190991
2018-05-16,401.750000,404.750000,398.000000,399.250000,399.250000,171919
2018-05-17,399.000000,402.000000,395.000000,395.250000,395.250000,147539
2018-05-18,395.250000,403.500000,395.000000,402.500000,402.500000,181910
2018-05-20,null,null,null,null,null,null
2018-05-21,405.500000,407.500000,401.250000,402.750000,402.750000,181093
2018-05-22,402.250000,407.000000,401.000000,404.750000,404.750000,166303
2018-05-23,404.500000,409.000000,403.000000,408.500000,408.500000,163375
2018-05-24,408.250000,412.250000,403.750000,404.250000,404.250000,236840
2018-05-25,404.000000,406.750000,403.250000,406.000000,406.000000,129412
2018-05-27,null,null,null,null,null,null
2018-05-29,408.750000,410.000000,397.500000,400.000000,400.000000,242706
2018-05-30,398.250000,398.500000,390.750000,393.500000,393.500000,292996
2018-05-31,393.500000,398.500000,393.250000,394.000000,394.000000,195810
2018-06-01,393.750000,397.000000,390.750000,391.500000,391.500000,172116
2018-06-03,null,null,null,null,null,null
2018-06-04,389.750000,389.750000,380.500000,380.750000,380.750000,266554
2018-06-05,380.750000,385.250000,380.000000,383.750000,383.750000,212436
2018-06-06,384.250000,386.500000,378.000000,378.250000,378.250000,227304
2018-06-07,379.000000,382.000000,374.250000,376.250000,376.250000,300589
2018-06-08,376.250000,379.000000,373.500000,377.750000,377.750000,177413
2018-06-10,null,null,null,null,null,null
2018-06-11,376.500000,379.000000,366.750000,367.250000,367.250000,294907
2018-06-12,368.000000,379.500000,367.250000,377.500000,377.500000,310105
2018-06-13,377.500000,379.750000,373.250000,376.000000,376.000000,227652
2018-06-14,374.000000,374.750000,362.500000,363.000000,363.000000,357600
2018-06-15,374.000000,374.750000,355.250000,361.250000,361.250000,297484
2018-06-17,null,null,null,null,null,null
2018-06-18,359.500000,362.000000,354.000000,356.000000,356.000000,177747
2018-06-19,355.750000,357.750000,338.750000,353.750000,353.750000,334335
2018-06-20,354.000000,357.000000,347.500000,354.250000,354.250000,200174
2018-06-21,354.250000,359.000000,349.250000,357.000000,357.000000,168570
2018-06-22,358.000000,359.750000,355.000000,357.250000,357.250000,141682
2018-06-24,null,null,null,null,null,null
2018-06-25,358.500000,359.500000,349.250000,350.500000,350.500000,203156
2018-06-26,350.500000,355.500000,348.000000,352.500000,352.500000,227152
2018-06-27,352.000000,356.500000,351.500000,352.500000,352.500000,163319
2018-06-28,351.500000,352.500000,344.500000,345.000000,345.000000,143973
2018-06-29,345.750000,355.500000,345.500000,350.250000,350.250000,19392
2018-07-01,null,null,null,null,null,null
2018-07-02,352.250000,352.250000,337.000000,337.500000,337.500000,7669
2018-07-03,null,null,null,null,null,null
2018-07-05,345.500000,348.750000,342.250000,343.500000,343.500000,3302
2018-07-06,342.000000,352.250000,342.000000,351.750000,351.750000,3068
2018-07-08,null,null,null,null,null,null
2018-07-09,346.000000,348.500000,343.250000,345.750000,345.750000,3259
2018-07-10,344.250000,344.750000,336.250000,339.750000,339.750000,2735
2018-07-11,336.000000,337.000000,331.250000,331.250000,331.250000,1533
2018-07-12,332.250000,340.750000,329.750000,336.500000,336.500000,533
2018-07-13,332.250000,332.500000,330.250000,330.250000,330.250000,109316
2018-07-15,null,null,null,null,null,null
2018-07-16,340.000000,345.750000,338.750000,341.750000,341.750000,95293
2018-07-17,345.000000,348.750000,344.250000,346.250000,346.250000,100115
2018-07-18,346.250000,349.000000,346.000000,347.250000,347.250000,81867
2018-07-19,347.000000,352.000000,345.000000,351.250000,351.250000,81407
2018-07-20,351.250000,355.750000,349.750000,355.250000,355.250000,69609
2018-07-22,null,null,null,null,null,null
2018-07-23,356.000000,358.500000,354.500000,357.250000,357.250000,75399
2018-07-24,355.250000,356.500000,351.500000,352.000000,352.000000,105606
2018-07-25,352.250000,360.000000,352.000000,359.250000,359.250000,121593
2018-07-26,361.000000,365.750000,360.250000,361.500000,361.500000,146376
2018-07-27,361.000000,363.750000,359.500000,362.000000,362.000000,133494
2018-07-29,null,null,null,null,null,null
2018-07-30,364.000000,369.250000,363.500000,367.250000,367.250000,127462
2018-07-31,367.000000,374.250000,366.250000,372.250000,372.250000,141808
2018-08-01,372.000000,373.000000,364.000000,365.000000,365.000000,120054
2018-08-02,365.000000,372.750000,364.750000,366.750000,366.750000,161081
2018-08-03,366.750000,371.250000,364.750000,369.750000,369.750000,77985
2018-08-05,null,null,null,null,null,null
2018-08-06,370.000000,371.750000,368.250000,371.000000,371.000000,80946
2018-08-07,371.000000,373.250000,368.750000,370.750000,370.750000,167092
2018-08-08,370.500000,373.750000,370.000000,371.250000,371.250000,123366
2018-08-09,371.000000,372.750000,366.500000,369.250000,369.250000,148239
2018-08-10,368.500000,369.750000,357.000000,357.750000,357.750000,182404
2018-08-12,null,null,null,null,null,null
2018-08-13,357.500000,358.000000,352.250000,356.500000,356.500000,178694
2018-08-14,356.500000,363.000000,356.500000,362.250000,362.250000,101207
2018-08-15,362.250000,363.500000,359.000000,361.500000,361.500000,102535
2018-08-16,361.500000,367.500000,360.500000,365.250000,365.250000,79361
2018-08-17,365.000000,367.750000,361.750000,364.250000,364.250000,82450
2018-08-19,null,null,null,null,null,null
2018-08-20,365.250000,366.000000,359.500000,362.000000,362.000000,88310
2018-08-21,362.750000,363.750000,358.500000,359.750000,359.750000,98587
2018-08-22,359.250000,359.250000,352.250000,352.500000,352.500000,102514
2018-08-23,353.000000,355.000000,346.250000,346.750000,346.750000,144613
2018-08-24,346.500000,350.000000,346.250000,348.500000,348.500000,124751
2018-08-26,null,null,null,null,null,null
2018-08-27,348.500000,348.750000,343.000000,346.750000,346.750000,139285
2018-08-28,345.750000,347.750000,340.750000,341.000000,341.000000,143197
2018-08-29,341.000000,344.000000,340.250000,341.250000,341.250000,113195
2018-08-30,341.500000,344.000000,340.500000,341.000000,341.000000,122613
2018-08-31,341.000000,352.000000,340.750000,351.000000,351.000000,0
2018-09-02,null,null,null,null,null,null
2018-09-04,351.500000,355.250000,347.250000,354.500000,354.500000,4870
2018-09-05,356.000000,356.000000,351.000000,351.750000,351.750000,3514
2018-09-06,353.500000,354.500000,350.750000,353.500000,353.500000,2161
2018-09-07,352.750000,355.750000,351.000000,354.250000,354.250000,692
2018-09-09,null,null,null,null,null,null
2018-09-10,353.250000,356.000000,353.000000,355.500000,355.500000,1263
2018-09-11,357.250000,357.250000,354.750000,355.250000,355.250000,287
2018-09-12,354.250000,354.500000,340.500000,341.500000,341.500000,407
2018-09-13,344.500000,344.500000,336.250000,336.250000,336.250000,131
2018-09-14,338.500000,338.750000,337.000000,337.000000,337.000000,138241
2018-09-16,null,null,null,null,null,null
2018-09-17,351.000000,351.750000,347.750000,348.000000,348.000000,145271
2018-09-18,348.000000,348.750000,342.500000,343.250000,343.250000,199080
2018-09-19,343.000000,346.750000,343.000000,345.750000,345.750000,151074
2018-09-20,345.250000,356.250000,344.750000,352.500000,352.500000,266804
2018-09-21,352.500000,357.750000,352.250000,357.250000,357.250000,156113
2018-09-23,null,null,null,null,null,null
2018-09-24,357.250000,362.000000,355.750000,360.500000,360.500000,148370
2018-09-25,360.250000,364.250000,357.500000,363.750000,363.750000,187874
2018-09-26,363.500000,364.750000,361.250000,363.000000,363.000000,137900
2018-09-27,363.000000,365.750000,361.250000,364.750000,364.750000,113909
2018-09-28,364.500000,366.750000,354.500000,356.250000,356.250000,237213
2018-09-30,null,null,null,null,null,null
2018-10-01,356.750000,366.500000,356.500000,365.750000,365.750000,214369
2018-10-02,365.000000,369.000000,363.250000,367.500000,367.500000,206146
2018-10-03,367.750000,369.000000,364.500000,364.750000,364.750000,139279
2018-10-04,364.750000,368.500000,364.750000,367.500000,367.500000,130828
2018-10-05,367.500000,369.500000,363.000000,368.250000,368.250000,204815
2018-10-07,null,null,null,null,null,null
2018-10-08,368.500000,369.500000,364.250000,366.500000,366.500000,122012
2018-10-09,366.500000,368.000000,363.750000,364.500000,364.500000,119567
2018-10-10,364.500000,365.250000,362.000000,362.750000,362.750000,121039
2018-10-11,362.000000,373.000000,360.250000,369.250000,369.250000,233116
2018-10-12,369.000000,374.000000,368.500000,373.750000,373.750000,185821
2018-10-14,null,null,null,null,null,null
2018-10-15,373.000000,378.500000,371.750000,378.250000,378.250000,227938
2018-10-16,377.250000,377.500000,373.500000,375.250000,375.250000,185899
2018-10-17,375.000000,376.250000,373.250000,374.250000,374.250000,106446
2018-10-18,373.000000,373.250000,369.500000,370.750000,370.750000,137274
2018-10-19,370.500000,371.000000,366.000000,367.000000,367.000000,165329
2018-10-21,null,null,null,null,null,null
2018-10-22,365.500000,370.500000,365.500000,369.500000,369.500000,140542
2018-10-23,369.250000,372.500000,368.000000,370.250000,370.250000,136626
2018-10-24,369.500000,369.750000,367.750000,368.250000,368.250000,114262
2018-10-25,367.750000,368.250000,360.500000,361.000000,361.000000,262813
2018-10-26,361.750000,369.750000,361.750000,367.750000,367.750000,220034
2018-10-28,null,null,null,null,null,null
2018-10-29,368.000000,371.500000,365.500000,366.750000,366.750000,142746
2018-10-30,366.750000,368.000000,364.250000,364.750000,364.750000,137331
2018-10-31,364.750000,365.250000,362.500000,363.250000,363.250000,163231
2018-11-01,363.250000,371.000000,363.000000,366.750000,366.750000,304754
2018-11-02,366.250000,373.000000,365.250000,371.250000,371.250000,242629
2018-11-04,null,null,null,null,null,null
2018-11-05,371.000000,374.250000,369.500000,374.000000,374.000000,191618
2018-11-06,373.750000,374.500000,372.000000,373.250000,373.250000,206076
2018-11-07,372.250000,373.250000,371.000000,372.250000,372.250000,233522
2018-11-08,372.000000,379.000000,366.000000,373.500000,373.500000,432338
2018-11-09,372.750000,374.000000,368.250000,369.750000,369.750000,212422
2018-11-11,null,null,null,null,null,null
2018-11-12,369.000000,372.500000,368.000000,371.250000,371.250000,176017
2018-11-13,369.500000,370.750000,365.500000,366.500000,366.500000,178859
2018-11-14,366.000000,368.000000,365.750000,367.000000,367.000000,121770
2018-11-15,366.750000,371.750000,366.500000,367.500000,367.500000,182150
2018-11-16,367.250000,368.750000,363.250000,364.750000,364.750000,180968
2018-11-18,null,null,null,null,null,null
2018-11-19,364.750000,366.250000,361.250000,362.250000,362.250000,179457
2018-11-20,362.750000,363.500000,361.250000,361.250000,361.250000,146930
2018-11-21,361.250000,363.250000,360.000000,361.750000,361.750000,184082
2018-11-23,null,null,null,null,null,null
2018-11-25,null,null,null,null,null,null
2018-11-26,359.500000,360.500000,355.250000,356.000000,356.000000,331200
2018-11-27,356.000000,358.500000,355.500000,356.500000,356.500000,248125
2018-11-28,356.250000,361.500000,356.000000,360.500000,360.500000,221952
2018-11-29,360.500000,363.000000,359.000000,360.250000,360.250000,186618
2018-11-30,360.750000,366.750000,360.500000,366.500000,366.500000,17986
2018-12-02,null,null,null,null,null,null
2018-12-03,372.750000,374.000000,369.500000,371.250000,371.250000,7579
2018-12-04,370.000000,374.250000,369.500000,374.250000,374.250000,2930
2018-12-06,374.000000,374.500000,369.250000,372.000000,372.000000,2299
2018-12-07,371.750000,374.750000,371.500000,374.000000,374.000000,2243
2018-12-09,null,null,null,null,null,null
